ID compra,ID cliente,Programa de cashback,Idade,Sexo biológico,Avaliação da compra
1529,3328,Não,42,Feminino,9
1520,4418,Não,24,Masculino,8
1535,1115,Não,18,Feminino,9
1524,8315,Não,42,Masculino,10
1532,4454,Sim,24,Masculino,3
1516,5260,Não,41,Feminino,10
1523,4469,Sim,31,Masculino,9
1512,9562,Sim,40,Feminino,9
1505,5154,Não,31,Masculino,10
1519,2652,Não,45,Feminino,10
1510,2505,Não,48,Feminino,9
1522,3918,Não,49,Masculino,9
1536,2042,Não,41,Feminino,9
1508,9038,Sim,32,Masculino,10
1507,1435,Não,51,Feminino,9
1541,3818,Não,44,Feminino,9
1538,5068,Sim,30,Feminino,9
1537,3770,Não,65,Feminino,10
1556,5098,Sim,31,Feminino,9
1539,8707,Não,48,Feminino,9
1543,2020,Sim,26,Masculino,9
1548,2054,Não,59,Masculino,10
1545,8039,Não,50,Masculino,9
1558,4067,Não,30,Masculino,7
1547,5267,Não,49,Masculino,10
1555,4479,Sim,38,Masculino,9
1549,5145,Sim,35,Feminino,9
1557,3249,Sim,30,Feminino,10
1551,6352,Sim,36,Masculino,9
1554,6089,Não,25,Feminino,7
1552,6622,Sim,39,Feminino,10
1553,2817,Sim,29,Feminino,10
1550,3098,Sim,27,Feminino,9
1544,6006,Sim,40,Feminino,10
1546,7393,Não,55,Masculino,6
1540,7389,Sim,39,Masculino,9
1542,5633,Não,45,Masculino,10
1565,7483,Sim,40,Masculino,9
1571,3414,Sim,22,Feminino,9
1580,4326,Não,42,Masculino,10
1577,4893,Não,44,Feminino,10
1569,1804,Não,46,Masculino,9
1570,5612,Não,42,Masculino,10
1561,3982,Não,42,Feminino,10
1562,1214,Sim,30,Feminino,6
1567,5180,Não,40,Masculino,4
1574,1067,Sim,36,Feminino,5
1575,1871,Não,27,Feminino,9
1559,4627,Sim,32,Masculino,10
1578,2596,Sim,24,Masculino,9
1564,7407,Sim,25,Masculino,10
1576,9480,Sim,40,Masculino,1
1579,6160,Não,18,Masculino,9
1560,4376,Não,56,Masculino,10
1566,8739,Não,32,Feminino,10
1568,4412,Não,23,Feminino,10
1563,5889,Sim,40,Masculino,5
1572,9337,Sim,25,Feminino,10
1573,6901,Sim,18,Masculino,9
1589,8742,Sim,24,Feminino,10
1587,5560,Sim,38,Feminino,9
1581,8069,Não,53,Feminino,9
1595,2489,Não,51,Feminino,10
1583,8972,Não,49,Masculino,10
1596,2583,Sim,38,Masculino,10
1582,1695,Sim,35,Feminino,6
1597,9172,Não,45,Feminino,10
1593,5904,Não,34,Feminino,9
1586,5696,Não,45,Masculino,10
1594,8320,Sim,39,Feminino,10
1592,6964,Não,49,Feminino,10
1585,8328,Não,41,Masculino,9
1591,8376,Não,44,Masculino,1
1584,1493,Não,43,Feminino,10
1590,1855,Sim,40,Feminino,3
1588,6961,Não,65,Feminino,10
1598,7599,Sim,40,Feminino,10
1608,5523,Sim,37,Feminino,9
1625,7599,Sim,40,Feminino,10
1603,7016,Não,21,Feminino,10
1628,5790,Sim,31,Masculino,6
1611,9441,Não,48,Feminino,10
1613,6212,Sim,34,Masculino,9
1622,5281,Não,34,Feminino,9
1615,3394,Sim,35,Feminino,10
1627,4617,Sim,19,Masculino,9
1600,1061,Sim,21,Masculino,10
1604,9214,Não,43,Feminino,9
1614,8253,Sim,38,Masculino,9
1617,3053,Sim,32,Feminino,2
1606,5019,Sim,32,Masculino,10
1620,1866,Sim,31,Masculino,10
1609,1875,Sim,40,Masculino,7
1616,8136,Não,49,Masculino,10
1607,1423,Não,47,Masculino,9
1612,7004,Não,66,Masculino,10
1605,5101,Não,52,Feminino,9
1610,8992,Sim,39,Masculino,10
1618,6873,Não,53,Masculino,5
1599,3592,Não,28,Feminino,9
1601,9518,Sim,40,Feminino,9
1624,4377,Sim,39,Feminino,9
1623,4375,Não,42,Feminino,10
1602,9716,Sim,28,Masculino,9
1619,6289,Não,59,Feminino,2
1626,2801,Sim,40,Masculino,9
1621,3082,Sim,34,Masculino,10
1643,3011,Sim,35,Feminino,10
1642,4275,Não,53,Feminino,10
1655,3206,Não,60,Masculino,7
1633,2220,Não,29,Masculino,10
1636,5086,Não,57,Masculino,10
1638,4943,Não,27,Feminino,9
1641,7165,Não,50,Feminino,10
1645,2520,Não,47,Feminino,10
1630,4411,Sim,29,Masculino,9
1639,3939,Não,54,Masculino,4
1635,2492,Sim,18,Feminino,10
1658,6171,Não,57,Masculino,10
1640,7427,Sim,38,Masculino,9
1631,4863,Sim,30,Masculino,10
1649,7127,Não,38,Feminino,9
1637,1783,Sim,26,Masculino,9
1648,1776,Não,42,Feminino,9
1653,8383,Sim,38,Masculino,9
1657,4069,Não,51,Feminino,9
1634,9893,Não,45,Masculino,10
1629,2782,Sim,29,Feminino,10
1632,3505,Sim,39,Masculino,0
1647,3602,Sim,18,Masculino,10
1652,6335,Não,18,Masculino,10
1651,3442,Sim,31,Masculino,10
1644,7324,Não,42,Feminino,9
1646,9978,Sim,39,Masculino,9
1656,1061,Sim,21,Masculino,10
1650,1218,Sim,36,Feminino,9
1654,6526,Não,39,Masculino,10
1668,3177,Sim,34,Feminino,9
1662,5416,Não,32,Feminino,1
1661,1682,Não,33,Feminino,10
1664,3351,Não,48,Masculino,10
1665,8980,Não,34,Masculino,7
1669,8497,Não,43,Feminino,9
1666,4130,Não,52,Masculino,10
1659,1439,Não,41,Feminino,9
1674,2092,Não,46,Feminino,10
1670,3461,Sim,31,Feminino,9
1671,6615,Sim,33,Feminino,10
1672,5642,Sim,31,Masculino,10
1667,4853,Não,45,Masculino,6
1673,1816,Não,45,Feminino,10
1660,3054,Não,43,Masculino,10
1663,8537,Sim,22,Masculino,9
1676,9543,Não,48,Masculino,9
1677,4797,Não,50,Feminino,9
1682,5696,Não,45,Masculino,10
1685,3202,Sim,27,Masculino,10
1679,2350,Não,49,Masculino,10
1686,1131,Não,42,Feminino,9
1678,3216,Sim,33,Masculino,9
1680,6110,Sim,39,Feminino,6
1688,3811,Sim,34,Masculino,10
1690,8855,Não,43,Feminino,9
1687,2724,Não,43,Feminino,9
1675,6058,Não,42,Masculino,9
1684,2298,Não,42,Masculino,10
1689,6139,Não,41,Masculino,9
1683,6797,Não,49,Masculino,9
1681,3380,Sim,34,Masculino,9
1720,6563,Não,31,Masculino,9
1712,9959,Não,40,Masculino,10
1705,6051,Não,41,Feminino,9
1716,6788,Não,51,Masculino,9
1704,3637,Não,56,Feminino,10
1700,9726,Não,49,Feminino,10
1718,3541,Sim,36,Feminino,9
1691,9518,Sim,40,Feminino,7
1701,1526,Não,31,Masculino,9
1714,1734,Sim,38,Masculino,2
1695,3599,Não,27,Feminino,10
1694,9767,Sim,33,Masculino,9
1717,2467,Sim,38,Feminino,8
1703,1460,Sim,35,Masculino,9
1697,6411,Sim,19,Feminino,10
1706,9691,Sim,18,Masculino,0
1715,4587,Sim,27,Masculino,9
1698,6809,Não,48,Feminino,9
1709,5745,Não,43,Masculino,9
1710,8433,Sim,19,Masculino,9
1708,9960,Sim,36,Feminino,10
1702,9211,Não,51,Masculino,9
1693,5071,Não,46,Masculino,10
1713,6530,Sim,19,Masculino,10
1719,9845,Não,46,Masculino,10
1692,8215,Sim,29,Feminino,9
1707,5468,Não,47,Feminino,9
1711,6548,Não,57,Masculino,9
1699,4930,Não,47,Feminino,3
1696,1095,Não,27,Feminino,10
1731,9000,Sim,39,Masculino,10
1738,5665,Não,35,Masculino,10
1737,4807,Sim,37,Feminino,10
1732,5503,Não,36,Masculino,9
1735,7255,Não,57,Masculino,10
1729,2696,Não,39,Masculino,5
1728,6343,Não,36,Masculino,9
1734,2293,Não,35,Feminino,9
1730,4190,Sim,37,Masculino,9
1725,7813,Não,50,Masculino,10
1722,3324,Não,33,Masculino,10
1727,1154,Não,62,Feminino,10
1724,5818,Sim,39,Feminino,10
1736,4889,Não,44,Masculino,10
1723,1669,Não,56,Feminino,9
1721,5682,Não,43,Masculino,9
1726,6737,Sim,31,Masculino,10
1733,2558,Não,38,Feminino,10
1747,2384,Não,41,Masculino,9
1753,7558,Sim,40,Masculino,9
1745,5880,Não,46,Masculino,9
1744,5230,Sim,30,Masculino,9
1751,6688,Sim,26,Feminino,10
1752,9332,Não,28,Feminino,9
1741,3239,Não,31,Feminino,10
1749,8569,Não,48,Feminino,10
1742,9522,Sim,29,Feminino,10
1755,6904,Não,29,Feminino,9
1743,4406,Sim,39,Masculino,10
1746,5862,Não,44,Masculino,10
1748,9023,Não,32,Masculino,9
1756,9791,Não,44,Masculino,9
1757,9896,Não,60,Masculino,9
1740,6328,Não,37,Masculino,10
1758,3065,Sim,36,Feminino,10
1739,7101,Não,42,Feminino,9
1750,3205,Sim,40,Feminino,9
1754,8121,Não,40,Masculino,9
1763,7036,Não,26,Masculino,9
1783,8202,Não,35,Feminino,9
1778,3219,Sim,26,Masculino,10
1762,4929,Não,18,Feminino,7
1782,8448,Não,45,Masculino,9
1761,9943,Sim,27,Feminino,9
1775,6451,Sim,38,Masculino,10
1779,4250,Sim,31,Feminino,10
1759,8459,Não,45,Masculino,10
1774,9880,Não,25,Feminino,9
1768,5004,Não,38,Feminino,10
1784,2822,Não,45,Feminino,9
1760,2273,Não,34,Masculino,10
1764,1233,Não,46,Masculino,9
1766,7402,Não,42,Masculino,9
1776,9727,Sim,26,Masculino,10
1767,5235,Não,43,Masculino,9
1771,5625,Não,56,Feminino,4
1769,5282,Não,48,Feminino,9
1777,1059,Não,57,Masculino,8
1773,8270,Não,42,Masculino,9
1770,5027,Sim,39,Feminino,10
1781,9723,Não,44,Masculino,9
1780,2322,Sim,38,Feminino,9
1772,4557,Não,31,Masculino,9
1765,8564,Sim,32,Masculino,2
1803,9802,Não,18,Feminino,10
1799,8248,Não,45,Feminino,4
1802,8995,Sim,32,Masculino,9
1797,7543,Não,55,Feminino,10
1794,7346,Sim,33,Feminino,9
1801,8596,Sim,37,Feminino,10
1787,9145,Sim,18,Masculino,10
1796,2674,Não,43,Masculino,10
1806,8976,Sim,39,Feminino,9
1785,5418,Sim,30,Feminino,2
1795,8966,Não,50,Feminino,9
1786,7967,Não,43,Feminino,10
1791,8295,Não,43,Masculino,9
1800,9182,Não,34,Feminino,9
1792,3118,Não,50,Masculino,9
1789,2892,Não,37,Masculino,10
1793,8908,Não,49,Masculino,9
1804,1737,Sim,36,Feminino,9
1788,3569,Não,54,Masculino,10
1798,6221,Sim,39,Feminino,9
1805,3863,Não,48,Feminino,10
1790,4837,Não,34,Masculino,10
1818,5092,Não,47,Masculino,10
1813,3874,Sim,33,Masculino,9
1811,3570,Não,45,Feminino,10
1814,3024,Não,47,Masculino,9
1819,7295,Sim,30,Feminino,10
1824,7890,Não,49,Feminino,9
1807,5924,Não,35,Masculino,7
1815,6112,Sim,27,Masculino,10
1823,2019,Não,46,Feminino,8
1820,1940,Não,30,Feminino,9
1809,8073,Não,59,Masculino,9
1812,4158,Não,27,Feminino,10
1821,4083,Não,38,Masculino,9
1808,4870,Sim,24,Masculino,6
1817,2199,Não,29,Masculino,8
1816,9817,Não,41,Masculino,10
1810,3744,Não,57,Feminino,10
1822,1388,Não,33,Feminino,10
1830,7219,Sim,34,Masculino,9
1841,9635,Não,44,Feminino,10
1840,2279,Não,31,Feminino,10
1833,2766,Não,55,Feminino,10
1829,8148,Sim,23,Masculino,5
1834,7685,Sim,28,Masculino,8
1825,4403,Sim,36,Masculino,10
1836,8776,Não,50,Feminino,10
1826,8845,Não,48,Masculino,9
1838,2332,Não,26,Feminino,10
1828,7374,Não,57,Feminino,10
1837,8349,Sim,35,Masculino,9
1842,6837,Não,39,Masculino,9
1832,1660,Sim,21,Masculino,10
1835,2146,Não,41,Feminino,5
1839,5517,Não,33,Masculino,10
1831,7540,Não,38,Masculino,10
1827,6968,Não,44,Masculino,10
1865,3013,Sim,31,Feminino,10
1847,1141,Não,47,Feminino,9
1849,9815,Não,43,Masculino,8
1852,3879,Não,45,Feminino,9
1858,2025,Não,38,Masculino,10
1866,1128,Sim,39,Feminino,9
1848,7136,Não,51,Feminino,4
1860,8710,Não,58,Masculino,9
1846,3074,Sim,33,Feminino,10
1844,8004,Não,41,Feminino,9
1862,1860,Não,42,Feminino,9
1843,3212,Sim,37,Feminino,9
1857,5828,Não,33,Feminino,9
1845,2823,Sim,29,Feminino,8
1859,7901,Não,52,Feminino,10
1851,6563,Não,31,Masculino,10
1850,2410,Não,42,Masculino,8
1861,1406,Sim,33,Feminino,9
1864,3557,Sim,38,Masculino,9
1856,7003,Sim,21,Feminino,2
1863,2323,Sim,33,Feminino,2
1868,7033,Sim,30,Feminino,9
1867,4428,Não,47,Masculino,9
1853,8208,Sim,37,Masculino,9
1855,9432,Não,66,Masculino,10
1854,4180,Não,48,Masculino,9
1883,9793,Sim,38,Masculino,9
1875,6122,Não,46,Masculino,10
1884,6557,Não,46,Masculino,10
1872,2861,Sim,36,Feminino,10
1871,9758,Não,44,Feminino,10
1878,1782,Não,47,Masculino,9
1869,9543,Não,48,Masculino,9
1882,1325,Não,54,Masculino,10
1879,4071,Sim,31,Feminino,10
1880,2794,Sim,28,Masculino,10
1873,5069,Não,48,Feminino,9
1881,5739,Não,25,Masculino,10
1876,2330,Sim,28,Masculino,9
1874,4773,Não,43,Feminino,9
1877,6914,Não,45,Feminino,10
1870,8976,Sim,39,Feminino,9
1898,8423,Não,56,Masculino,10
1894,2416,Sim,24,Masculino,6
1893,5164,Não,65,Masculino,10
1897,6900,Sim,36,Masculino,9
1885,4446,Não,40,Feminino,9
1902,2475,Não,40,Masculino,10
1895,3474,Sim,33,Feminino,10
1896,9781,Não,47,Masculino,10
1900,2279,Não,31,Feminino,10
1899,7037,Não,41,Masculino,10
1886,4306,Sim,40,Feminino,9
1901,5319,Não,52,Masculino,7
1888,8403,Sim,26,Feminino,10
1890,2746,Sim,28,Feminino,7
1891,3879,Não,45,Feminino,10
1889,7234,Não,18,Feminino,4
1887,1930,Sim,20,Masculino,10
1892,4269,Não,36,Feminino,10
1913,2789,Sim,29,Feminino,10
1910,6206,Sim,18,Feminino,9
1911,6651,Sim,36,Feminino,10
1906,6463,Sim,37,Masculino,10
1907,9399,Sim,26,Masculino,5
1914,4619,Não,45,Masculino,10
1920,9894,Sim,36,Feminino,10
1921,7126,Não,50,Masculino,10
1912,4992,Não,36,Masculino,10
1922,8525,Sim,31,Feminino,10
1905,7958,Sim,34,Masculino,9
1924,4435,Não,18,Feminino,9
1918,7837,Sim,35,Masculino,8
1923,5883,Sim,34,Feminino,5
1903,7418,Não,40,Feminino,10
1908,4892,Não,41,Feminino,9
1915,2169,Não,47,Masculino,4
1917,2414,Sim,33,Feminino,9
1904,7680,Não,31,Feminino,10
1916,7576,Sim,40,Feminino,9
1909,4356,Não,38,Masculino,10
1919,4611,Não,37,Feminino,9
1931,2958,Não,31,Feminino,10
1938,4732,Sim,28,Feminino,10
1945,8334,Não,30,Feminino,10
1935,2783,Não,42,Feminino,10
1950,3439,Não,35,Feminino,10
1941,4145,Não,39,Feminino,10
1937,3413,Não,30,Feminino,10
1926,5184,Sim,29,Feminino,4
1927,8287,Não,41,Feminino,10
1944,2349,Não,30,Feminino,9
1929,1909,Sim,25,Masculino,9
1948,9820,Sim,20,Feminino,2
1936,6322,Não,50,Feminino,7
1949,5244,Não,53,Feminino,10
1940,9815,Não,43,Masculino,9
1943,7561,Não,54,Feminino,10
1925,7648,Sim,39,Feminino,9
1928,7577,Sim,26,Masculino,10
1934,1183,Sim,36,Masculino,9
1947,9924,Não,50,Feminino,10
1946,6384,Sim,35,Feminino,9
1942,6793,Não,36,Masculino,10
1939,6138,Sim,23,Feminino,9
1932,3625,Sim,34,Feminino,9
1930,1290,Não,47,Feminino,10
1933,5955,Sim,28,Masculino,10
1956,5887,Não,20,Masculino,9
1966,3380,Sim,34,Masculino,9
1962,2450,Não,58,Masculino,6
1952,5009,Sim,33,Feminino,10
1957,3144,Não,27,Feminino,9
1961,1876,Não,44,Feminino,10
1958,5851,Sim,23,Masculino,9
1974,5710,Não,35,Masculino,9
1951,2666,Não,45,Masculino,9
1967,2256,Não,49,Feminino,9
1969,3838,Sim,29,Masculino,9
1964,6414,Não,50,Masculino,9
1972,2680,Não,55,Masculino,10
1973,6938,Sim,33,Masculino,0
1970,7646,Não,38,Feminino,10
1953,7176,Não,43,Feminino,9
1954,9460,Sim,33,Masculino,9
1968,6757,Sim,18,Feminino,9
1959,4537,Sim,30,Feminino,1
1963,5767,Não,37,Feminino,10
1965,7007,Sim,40,Feminino,10
1960,9540,Não,49,Masculino,10
1955,5413,Sim,34,Masculino,9
1971,1707,Sim,28,Feminino,5
1982,6633,Não,56,Feminino,10
1977,9707,Sim,39,Feminino,9
1987,9101,Não,51,Feminino,9
1980,8568,Sim,33,Feminino,10
1983,6837,Não,39,Masculino,9
1984,9263,Não,53,Masculino,10
1979,1116,Não,19,Masculino,10
1976,3897,Sim,40,Masculino,10
1978,9980,Sim,32,Masculino,9
1990,6445,Não,53,Masculino,7
1975,2887,Sim,25,Feminino,10
1988,8525,Sim,31,Feminino,9
1986,4109,Sim,30,Feminino,9
1985,2613,Não,37,Masculino,10
1981,2857,Não,47,Feminino,9
1989,8264,Sim,34,Feminino,9
1991,7186,Não,46,Masculino,10
1993,9366,Não,55,Feminino,10
2003,3131,Não,36,Masculino,8
2000,1559,Não,43,Masculino,10
1992,5302,Sim,37,Feminino,9
1997,2497,Não,50,Masculino,9
2004,2008,Não,43,Feminino,10
2005,3464,Sim,37,Feminino,9
2010,5903,Não,34,Masculino,10
2014,3004,Não,43,Masculino,9
2008,4907,Não,21,Feminino,9
2006,9250,Não,41,Feminino,10
2002,3256,Sim,35,Masculino,10
2011,4019,Não,32,Masculino,9
2012,1542,Sim,29,Masculino,10
2007,9752,Sim,38,Feminino,10
1999,9107,Não,52,Masculino,10
2001,5532,Sim,35,Masculino,9
1995,2270,Não,43,Feminino,9
2013,3194,Não,41,Masculino,9
1996,7314,Não,50,Feminino,10
1994,6194,Não,54,Feminino,10
1998,9569,Não,31,Feminino,9
2009,4303,Sim,39,Feminino,9
2015,7631,Não,43,Feminino,10
2038,5388,Não,49,Feminino,9
2036,6404,Não,58,Feminino,10
2032,5545,Sim,37,Masculino,9
2029,5478,Não,45,Masculino,9
2030,5841,Não,27,Feminino,10
2042,4555,Sim,27,Feminino,9
2037,9104,Não,55,Masculino,9
2035,7020,Sim,40,Masculino,9
2017,4535,Não,23,Masculino,10
2027,9769,Não,54,Feminino,8
2028,5245,Não,46,Masculino,9
2025,8566,Não,19,Feminino,10
2033,4529,Sim,36,Feminino,10
2022,4501,Sim,29,Feminino,9
2018,7233,Não,52,Masculino,8
2024,7977,Sim,37,Masculino,9
2026,4436,Não,45,Masculino,2
2044,5512,Sim,29,Feminino,9
2039,4813,Não,41,Masculino,10
2021,6069,Sim,39,Feminino,9
2023,9999,Sim,32,Masculino,9
2041,1259,Não,45,Feminino,9
2016,2161,Sim,31,Feminino,10
2034,2164,Não,26,Feminino,10
2043,3768,Não,54,Masculino,8
2020,3376,Não,48,Masculino,3
2019,3276,Sim,39,Masculino,6
2040,3819,Não,43,Feminino,9
2031,3825,Não,47,Feminino,9
2070,9277,Sim,37,Feminino,9
2045,1922,Sim,19,Feminino,10
2071,1047,Não,29,Feminino,10
2067,8073,Não,59,Masculino,1
2060,8133,Não,38,Feminino,10
2048,3054,Não,43,Masculino,10
2069,5900,Não,49,Feminino,9
2046,1445,Não,44,Feminino,9
2055,4883,Não,44,Feminino,10
2047,5573,Não,43,Feminino,9
2056,7118,Sim,18,Feminino,9
2065,4264,Sim,34,Masculino,10
2051,8292,Não,42,Masculino,1
2049,9910,Sim,25,Masculino,9
2058,8489,Não,41,Masculino,10
2072,2672,Não,35,Masculino,0
2057,9940,Não,41,Feminino,10
2052,1466,Não,44,Feminino,10
2064,7165,Não,50,Feminino,9
2068,5560,Sim,38,Feminino,10
2053,3709,Sim,37,Feminino,10
2054,6944,Não,49,Feminino,9
2063,6956,Sim,26,Masculino,9
2059,7724,Sim,35,Feminino,9
2061,4568,Não,43,Feminino,9
2062,7604,Não,18,Feminino,9
2066,1295,Não,36,Feminino,10
2050,2889,Não,48,Feminino,9
2085,8409,Não,49,Masculino,10
2084,6741,Sim,39,Feminino,9
2087,9777,Sim,34,Masculino,9
2086,3618,Não,59,Masculino,7
2082,4395,Não,41,Masculino,9
2081,5310,Sim,27,Masculino,9
2088,5882,Sim,38,Masculino,10
2077,2705,Não,52,Feminino,10
2076,6082,Sim,18,Masculino,10
2083,2563,Não,49,Feminino,6
2078,9412,Não,41,Masculino,1
2090,8917,Sim,29,Masculino,10
2075,9007,Sim,32,Feminino,8
2079,4683,Sim,33,Masculino,9
2073,1709,Sim,37,Feminino,9
2092,5505,Não,42,Feminino,10
2089,8816,Não,38,Feminino,10
2080,3134,Sim,39,Feminino,9
2091,4496,Sim,28,Feminino,10
2074,5219,Sim,35,Masculino,3
2102,4127,Não,47,Feminino,10
2094,4141,Não,52,Masculino,9
2095,6298,Não,66,Masculino,9
2108,1312,Não,47,Masculino,10
2103,2070,Não,33,Feminino,10
2107,5206,Sim,18,Feminino,9
2104,4864,Não,43,Feminino,10
2098,9098,Não,28,Feminino,4
2099,6580,Não,51,Feminino,10
2101,8207,Sim,33,Feminino,10
2100,9981,Sim,18,Feminino,6
2096,1975,Não,42,Feminino,9
2106,1303,Não,43,Feminino,10
2105,2048,Não,46,Masculino,9
2097,8756,Sim,40,Feminino,10
2093,4731,Não,44,Feminino,9
2127,8494,Sim,22,Feminino,10
2134,6680,Sim,34,Feminino,9
2138,4374,Não,29,Masculino,10
2116,8062,Não,21,Feminino,9
2123,4539,Sim,25,Feminino,9
2136,3405,Não,41,Feminino,9
2133,1364,Não,47,Masculino,10
2113,6889,Não,31,Feminino,9
2129,1850,Não,31,Feminino,9
2120,3027,Não,50,Feminino,9
2122,8873,Não,41,Masculino,10
2124,4871,Não,36,Feminino,10
2132,7052,Não,50,Feminino,9
2118,8207,Sim,33,Feminino,10
2125,6557,Não,46,Masculino,10
2128,8366,Não,38,Feminino,9
2126,1142,Não,56,Masculino,5
2111,3044,Não,41,Feminino,10
2112,6446,Não,58,Masculino,9
2117,8339,Não,40,Feminino,10
2119,4266,Não,49,Masculino,5
2131,3195,Não,39,Feminino,9
2121,5628,Não,37,Feminino,9
2109,8406,Não,58,Feminino,10
2115,5430,Sim,35,Masculino,9
2137,6339,Sim,39,Masculino,10
2110,3881,Não,44,Masculino,4
2114,6016,Não,38,Feminino,9
2130,5017,Não,44,Feminino,10
2135,2803,Não,43,Feminino,10
2143,2972,Não,19,Feminino,9
2140,4110,Não,40,Masculino,9
2153,4124,Não,48,Masculino,9
2142,6303,Não,47,Feminino,10
2144,9706,Não,40,Masculino,9
2150,8576,Sim,34,Feminino,9
2157,2067,Sim,40,Feminino,9
2146,9429,Não,41,Feminino,9
2161,8907,Não,32,Masculino,4
2162,8676,Não,42,Feminino,10
2139,3520,Não,45,Feminino,9
2158,4323,Não,53,Feminino,9
2145,1910,Não,45,Feminino,10
2160,2510,Não,35,Masculino,10
2151,1127,Não,52,Feminino,10
2148,8988,Não,41,Feminino,10
2154,7158,Não,38,Feminino,10
2149,2354,Sim,29,Masculino,10
2155,5337,Sim,36,Feminino,9
2141,7245,Sim,38,Masculino,4
2147,6067,Sim,35,Masculino,10
2152,8036,Sim,29,Masculino,9
2159,2037,Sim,39,Masculino,9
2156,9867,Sim,25,Feminino,9
2170,5919,Não,65,Masculino,9
2171,9209,Não,46,Feminino,10
2172,4533,Sim,40,Masculino,9
2167,2124,Sim,34,Feminino,9
2164,3429,Não,48,Masculino,10
2166,1331,Sim,36,Feminino,10
2174,6690,Não,26,Feminino,10
2169,1795,Sim,38,Masculino,9
2168,8591,Sim,27,Feminino,9
2163,7424,Não,52,Feminino,10
2165,5808,Não,41,Feminino,10
2173,8496,Não,46,Feminino,4
2184,7606,Não,24,Masculino,10
2186,8663,Sim,27,Masculino,10
2181,6036,Não,31,Feminino,10
2179,9275,Sim,33,Feminino,10
2175,3342,Sim,37,Feminino,9
2176,8543,Não,50,Feminino,10
2183,5828,Não,33,Feminino,9
2185,3872,Sim,39,Masculino,9
2178,2081,Não,36,Masculino,9
2180,7170,Sim,23,Feminino,10
2177,6483,Não,43,Feminino,10
2182,2541,Sim,19,Feminino,10
2193,4501,Sim,29,Feminino,10
2190,2475,Não,40,Masculino,9
2187,8206,Sim,35,Masculino,9
2197,8086,Sim,33,Masculino,10
2198,4594,Não,37,Masculino,7
2192,1172,Não,35,Masculino,9
2195,6530,Sim,19,Masculino,10
2194,7204,Não,50,Feminino,10
2188,2783,Não,42,Feminino,10
2196,7697,Não,45,Masculino,10
2191,5525,Não,37,Feminino,10
2189,7085,Não,41,Feminino,9
2206,1242,Não,41,Feminino,9
2205,7643,Não,38,Feminino,9
2202,6500,Sim,40,Masculino,10
2203,5125,Não,47,Masculino,9
2200,8237,Sim,26,Feminino,9
2204,6101,Sim,34,Masculino,9
2201,1025,Sim,35,Masculino,10
2199,4653,Sim,30,Feminino,9
2218,5678,Não,44,Feminino,9
2209,5167,Não,43,Feminino,10
2213,2013,Sim,37,Feminino,9
2210,5435,Não,58,Feminino,10
2212,7700,Não,52,Masculino,10
2215,9747,Não,33,Feminino,9
2208,7709,Não,37,Feminino,9
2214,9652,Sim,40,Masculino,9
2207,5391,Não,42,Feminino,3
2211,3248,Sim,27,Feminino,10
2216,1950,Sim,38,Masculino,9
2217,9784,Sim,34,Masculino,10
2222,3432,Não,56,Feminino,9
2219,9869,Sim,37,Feminino,10
2223,3011,Sim,35,Feminino,10
2221,7961,Sim,28,Masculino,9
2220,1318,Não,54,Feminino,5
2226,7899,Sim,30,Feminino,9
2224,1562,Não,18,Feminino,10
2225,6155,Sim,40,Masculino,9
2229,9775,Não,42,Masculino,9
2228,2434,Sim,33,Feminino,10
2232,5282,Não,48,Feminino,7
2234,9022,Não,50,Feminino,9
2230,2058,Sim,29,Masculino,10
2235,3846,Não,45,Feminino,10
2231,4562,Não,48,Masculino,9
2227,4123,Não,45,Feminino,7
2233,5141,Não,43,Feminino,7
2244,1958,Sim,32,Feminino,10
2240,4289,Sim,35,Masculino,10
2247,8964,Sim,25,Feminino,10
2236,3849,Sim,39,Feminino,9
2239,8752,Sim,30,Masculino,9
2243,1350,Não,36,Feminino,10
2238,2940,Sim,18,Masculino,2
2241,5779,Sim,33,Feminino,8
2237,2512,Sim,33,Feminino,9
2245,2266,Não,55,Masculino,9
2246,6181,Não,39,Masculino,7
2242,5633,Não,45,Masculino,3
2251,7692,Não,50,Feminino,10
2253,3263,Não,30,Masculino,10
2257,4657,Não,34,Feminino,9
2256,8358,Sim,18,Feminino,10
2248,4748,Sim,18,Masculino,9
2259,9662,Não,40,Feminino,10
2254,6848,Não,47,Feminino,10
2252,6561,Não,44,Feminino,10
2249,9930,Não,50,Masculino,9
2258,4802,Não,23,Masculino,10
2255,3042,Não,51,Feminino,9
2250,4354,Sim,38,Masculino,10
2262,1944,Sim,18,Masculino,9
2264,6039,Sim,35,Feminino,10
2265,5109,Sim,25,Feminino,10
2266,6070,Não,41,Feminino,9
2260,3372,Não,45,Masculino,10
2261,3306,Sim,32,Masculino,10
2263,6482,Não,43,Masculino,10
2267,2650,Sim,30,Feminino,7
2271,4067,Não,30,Masculino,9
2277,2746,Sim,28,Feminino,9
2275,9009,Não,47,Masculino,10
2268,4139,Sim,36,Masculino,6
2269,5554,Não,32,Masculino,10
2272,5427,Não,44,Feminino,10
2278,5229,Não,27,Masculino,10
2274,2497,Não,50,Masculino,9
2276,2973,Não,34,Masculino,9
2270,9537,Não,44,Masculino,7
2273,1910,Não,45,Feminino,9
2284,1466,Não,44,Feminino,9
