ID compra,Unidade,Cidade,Data,Horário,Categoria do produto,Preço unitário,Quantidade,Método de pagamento
1801,Parque das nações,Santo André,6/11/2022,13:46,Papelaria e escritório,37,1,PIX
1787,Paulicéia,São Bernardo do Campo,6/11/2022,9:41,Eletrônicos,"5007,9",5,Cartão
1796,Oswaldo Cruz,São Caetano do Sul,6/11/2022,12:59,Ferramentas e construção,"214,9",4,PIX
1806,Oswaldo Cruz,São Caetano do Sul,6/11/2022,15:36,Alimentos e bebidas,"96,9",3,PIX
1785,Parque das nações,Santo André,6/11/2022,13:52,Casa e limpeza,"123,9",1,Dinheiro
1795,Oswaldo Cruz,São Caetano do Sul,6/11/2022,18:16,Alimentos e bebidas,"49,9",3,PIX
1786,Paulicéia,São Bernardo do Campo,6/11/2022,9:11,Beleza e cuidados pessoais,"132,9",5,PIX
1791,Oswaldo Cruz,São Caetano do Sul,6/11/2022,12:44,Ferramentas e construção,"137,9",3,Cartão
1800,Oswaldo Cruz,São Caetano do Sul,6/11/2022,17:11,Papelaria e escritório,"18,9",1,Cartão
1792,Oswaldo Cruz,São Caetano do Sul,6/11/2022,13:03,Livros,"108,9",2,PIX
1789,Oswaldo Cruz,São Caetano do Sul,6/11/2022,16:42,Papelaria e escritório,"45,9",2,PIX
1793,Oswaldo Cruz,São Caetano do Sul,6/11/2022,9:49,Eletrônicos,"3744,9",3,PIX
1804,Parque das nações,Santo André,6/11/2022,13:59,Beleza e cuidados pessoais,"45,9",2,PIX
1788,Parque das nações,Santo André,6/11/2022,9:11,Eletrônicos,"2901,9",1,PIX
1798,Parque das nações,Santo André,6/11/2022,16:29,Alimentos e bebidas,"90,9",3,PIX
1805,Oswaldo Cruz,São Caetano do Sul,6/11/2022,17:14,Casa e limpeza,"98,9",5,Cartão
1790,Paulicéia,São Bernardo do Campo,6/11/2022,10:09,Alimentos e bebidas,"60,9",1,PIX
1818,Parque das nações,Santo André,6/13/2022,13:27,Livros,137,4,Cartão
1813,Oswaldo Cruz,São Caetano do Sul,6/13/2022,12:03,Papelaria e escritório,"34,9",5,PIX
1811,Oswaldo Cruz,São Caetano do Sul,6/13/2022,9:17,Beleza e cuidados pessoais,200,4,Cartão
1814,Paulicéia,São Bernardo do Campo,6/13/2022,18:55,Papelaria e escritório,"28,9",3,Cartão
1819,Oswaldo Cruz,São Caetano do Sul,6/13/2022,19:41,Casa e limpeza,"51,9",4,Cartão
1824,Parque das nações,Santo André,6/13/2022,19:52,Casa e limpeza,"20,9",2,Cartão
1807,Paulicéia,São Bernardo do Campo,6/13/2022,16:40,Papelaria e escritório,"6,9",1,Cartão
1815,Paulicéia,São Bernardo do Campo,6/13/2022,19:45,Alimentos e bebidas,"44,9",5,Cartão
1823,Paulicéia,São Bernardo do Campo,6/13/2022,17:09,Casa e limpeza,"162,9",4,Cartão
1820,Parque das nações,Santo André,6/13/2022,14:37,Alimentos e bebidas,"56,9",1,Dinheiro
1809,Parque das nações,Santo André,6/13/2022,12:15,Ferramentas e construção,"154,9",2,Dinheiro
1812,Oswaldo Cruz,São Caetano do Sul,6/13/2022,17:53,Ferramentas e construção,"177,9",3,Cartão
1821,Parque das nações,Santo André,6/13/2022,12:19,Papelaria e escritório,"6,9",5,Cartão
1808,Parque das nações,Santo André,6/13/2022,13:04,Livros,"64,9",2,Carteira digital
1817,Oswaldo Cruz,São Caetano do Sul,6/13/2022,14:32,Ferramentas e construção,"329,9",1,Cartão
1816,Oswaldo Cruz,São Caetano do Sul,6/13/2022,11:03,Alimentos e bebidas,"61,9",1,PIX
1810,Parque das nações,Santo André,6/13/2022,13:54,Alimentos e bebidas,"84,9",5,Dinheiro
1822,Oswaldo Cruz,São Caetano do Sul,6/13/2022,11:14,Beleza e cuidados pessoais,"200,9",4,PIX
1830,Oswaldo Cruz,São Caetano do Sul,6/14/2022,17:29,Eletrônicos,"779,9",2,Cartão
1841,Oswaldo Cruz,São Caetano do Sul,6/14/2022,13:44,Casa e limpeza,"16,9",3,PIX
1840,Oswaldo Cruz,São Caetano do Sul,6/14/2022,15:31,Casa e limpeza,"135,9",5,Cartão
1833,Paulicéia,São Bernardo do Campo,6/14/2022,12:46,Beleza e cuidados pessoais,"206,9",1,Dinheiro
1829,Paulicéia,São Bernardo do Campo,6/14/2022,13:56,Livros,"64,9",1,Cartão
1834,Parque das nações,Santo André,6/14/2022,17:18,Casa e limpeza,124,4,Carteira digital
1825,Oswaldo Cruz,São Caetano do Sul,6/14/2022,11:51,Ferramentas e construção,"149,9",5,Cartão
1836,Parque das nações,Santo André,6/14/2022,17:26,Eletrônicos,"3560,9",1,PIX
1826,Oswaldo Cruz,São Caetano do Sul,6/14/2022,18:15,Beleza e cuidados pessoais,"179,9",2,PIX
1838,Parque das nações,Santo André,6/14/2022,12:27,Alimentos e bebidas,"33,9",5,Cartão
1828,Paulicéia,São Bernardo do Campo,6/14/2022,17:53,Casa e limpeza,"18,9",1,Dinheiro
1837,Parque das nações,Santo André,6/14/2022,13:29,Alimentos e bebidas,"11,9",2,Cartão
1842,Oswaldo Cruz,São Caetano do Sul,6/14/2022,18:43,Beleza e cuidados pessoais,"73,9",4,PIX
1832,Oswaldo Cruz,São Caetano do Sul,6/14/2022,12:22,Eletrônicos,"956,9",3,Cartão
1835,Paulicéia,São Bernardo do Campo,6/14/2022,16:54,Eletrônicos,"4987,9",2,Cartão
1839,Oswaldo Cruz,São Caetano do Sul,6/14/2022,13:49,Papelaria e escritório,"36,9",4,Cartão
1831,Oswaldo Cruz,São Caetano do Sul,6/14/2022,14:26,Alimentos e bebidas,"91,9",4,PIX
1827,Parque das nações,Santo André,6/14/2022,10:16,Eletrônicos,"287,9",4,Cartão
1865,Oswaldo Cruz,São Caetano do Sul,6/15/2022,13:07,Eletrônicos,"5281,9",1,Cartão
1847,Oswaldo Cruz,São Caetano do Sul,6/15/2022,17:13,Eletrônicos,"472,9",3,Cartão
1849,Parque das nações,Santo André,6/15/2022,17:07,Casa e limpeza,"158,9",4,PIX
1852,Parque das nações,Santo André,6/15/2022,17:51,Alimentos e bebidas,"50,9",5,Cartão
1858,Oswaldo Cruz,São Caetano do Sul,6/15/2022,18:06,Alimentos e bebidas,"72,9",2,PIX
1866,Oswaldo Cruz,São Caetano do Sul,6/15/2022,12:32,Alimentos e bebidas,"88,9",2,PIX
1848,Oswaldo Cruz,São Caetano do Sul,6/15/2022,12:54,Beleza e cuidados pessoais,"28,9",4,Cartão
1860,Parque das nações,Santo André,6/15/2022,15:43,Ferramentas e construção,"45,9",5,Dinheiro
1846,Parque das nações,Santo André,6/15/2022,16:41,Beleza e cuidados pessoais,"35,9",5,Cartão
1844,Paulicéia,São Bernardo do Campo,6/15/2022,16:57,Eletrônicos,"5492,9",4,Cartão
1862,Oswaldo Cruz,São Caetano do Sul,6/15/2022,15:37,Casa e limpeza,"97,9",3,PIX
1843,Paulicéia,São Bernardo do Campo,6/15/2022,13:48,Beleza e cuidados pessoais,"105,9",1,Cartão
1857,Paulicéia,São Bernardo do Campo,6/15/2022,10:14,Casa e limpeza,"10,9",5,PIX
1845,Paulicéia,São Bernardo do Campo,6/15/2022,13:26,Casa e limpeza,181,3,PIX
1859,Oswaldo Cruz,São Caetano do Sul,6/15/2022,18:54,Eletrônicos,"5699,9",4,PIX
1851,Paulicéia,São Bernardo do Campo,6/15/2022,13:04,Ferramentas e construção,"64,9",3,Cartão
1850,Paulicéia,São Bernardo do Campo,6/15/2022,18:20,Beleza e cuidados pessoais,"140,9",3,Cartão
1861,Oswaldo Cruz,São Caetano do Sul,6/15/2022,15:34,Eletrônicos,"7219,9",1,PIX
1864,Parque das nações,Santo André,6/15/2022,19:24,Eletrônicos,"1775,9",5,PIX
1856,Parque das nações,Santo André,6/15/2022,14:54,Eletrônicos,"2716,9",3,Cartão
1863,Paulicéia,São Bernardo do Campo,6/15/2022,12:32,Eletrônicos,"3351,9",3,Cartão
1868,Paulicéia,São Bernardo do Campo,6/15/2022,16:53,Casa e limpeza,"169,9",3,Dinheiro
1867,Paulicéia,São Bernardo do Campo,6/15/2022,13:27,Casa e limpeza,"99,9",2,Cartão
1853,Parque das nações,Santo André,6/15/2022,13:22,Alimentos e bebidas,"94,9",3,PIX
1855,Parque das nações,Santo André,6/15/2022,16:12,Ferramentas e construção,"320,9",2,Dinheiro
1854,Parque das nações,Santo André,6/15/2022,15:24,Casa e limpeza,"52,9",2,Cartão
1883,Paulicéia,São Bernardo do Campo,6/16/2022,14:49,Ferramentas e construção,"100,9",4,Cartão
1875,Oswaldo Cruz,São Caetano do Sul,6/16/2022,13:50,Eletrônicos,"7727,9",1,PIX
1884,Paulicéia,São Bernardo do Campo,6/16/2022,19:51,Alimentos e bebidas,"66,9",3,PIX
1872,Paulicéia,São Bernardo do Campo,6/16/2022,13:04,Beleza e cuidados pessoais,"80,9",3,Cartão
1871,Oswaldo Cruz,São Caetano do Sul,6/16/2022,13:29,Alimentos e bebidas,"91,9",2,Cartão
1878,Parque das nações,Santo André,6/16/2022,17:19,Livros,"42,9",3,Cartão
1869,Oswaldo Cruz,São Caetano do Sul,6/16/2022,13:04,Eletrônicos,"2935,9",4,Cartão
1882,Parque das nações,Santo André,6/16/2022,14:40,Ferramentas e construção,"65,9",5,PIX
1879,Oswaldo Cruz,São Caetano do Sul,6/16/2022,9:59,Papelaria e escritório,"36,9",1,Cartão
1880,Oswaldo Cruz,São Caetano do Sul,6/16/2022,19:43,Ferramentas e construção,"56,9",5,Carteira digital
1873,Paulicéia,São Bernardo do Campo,6/16/2022,12:44,Alimentos e bebidas,"76,9",4,Cartão
1881,Oswaldo Cruz,São Caetano do Sul,6/16/2022,16:53,Beleza e cuidados pessoais,"39,9",3,Cartão
1876,Parque das nações,Santo André,6/16/2022,13:59,Alimentos e bebidas,"35,9",1,Carteira digital
1874,Paulicéia,São Bernardo do Campo,6/16/2022,19:59,Eletrônicos,"5462,9",2,PIX
1877,Oswaldo Cruz,São Caetano do Sul,6/16/2022,19:31,Eletrônicos,"902,9",1,Cartão
1870,Parque das nações,Santo André,6/16/2022,17:39,Casa e limpeza,"173,9",4,Cartão
1898,Paulicéia,São Bernardo do Campo,6/17/2022,19:12,Beleza e cuidados pessoais,"25,9",3,Dinheiro
1894,Oswaldo Cruz,São Caetano do Sul,6/17/2022,12:05,Beleza e cuidados pessoais,"97,9",5,Dinheiro
1893,Parque das nações,Santo André,6/17/2022,19:39,Alimentos e bebidas,"72,9",4,Dinheiro
1897,Paulicéia,São Bernardo do Campo,6/17/2022,18:06,Casa e limpeza,"8,9",5,PIX
1885,Paulicéia,São Bernardo do Campo,6/17/2022,18:07,Alimentos e bebidas,62,2,PIX
1902,Oswaldo Cruz,São Caetano do Sul,6/17/2022,18:00,Alimentos e bebidas,"77,9",1,PIX
1895,Oswaldo Cruz,São Caetano do Sul,6/17/2022,19:47,Casa e limpeza,87,4,PIX
1896,Paulicéia,São Bernardo do Campo,6/17/2022,16:05,Alimentos e bebidas,"16,9",5,Cartão
1900,Oswaldo Cruz,São Caetano do Sul,6/17/2022,16:30,Eletrônicos,"1797,9",3,PIX
1899,Parque das nações,Santo André,6/17/2022,13:11,Alimentos e bebidas,"56,9",1,PIX
1886,Paulicéia,São Bernardo do Campo,6/17/2022,19:01,Alimentos e bebidas,"4,9",2,PIX
1901,Parque das nações,Santo André,6/17/2022,12:43,Alimentos e bebidas,"26,9",4,PIX
1888,Paulicéia,São Bernardo do Campo,6/17/2022,18:55,Casa e limpeza,78,1,Cartão
1890,Oswaldo Cruz,São Caetano do Sul,6/17/2022,12:33,Beleza e cuidados pessoais,"95,9",2,Cartão
1891,Paulicéia,São Bernardo do Campo,6/17/2022,16:48,Casa e limpeza,"147,9",1,Cartão
1889,Parque das nações,Santo André,6/17/2022,16:03,Beleza e cuidados pessoais,"110,9",4,Carteira digital
1887,Paulicéia,São Bernardo do Campo,6/17/2022,16:47,Eletrônicos,"2797,9",4,Cartão
1892,Paulicéia,São Bernardo do Campo,6/17/2022,12:00,Papelaria e escritório,29,5,PIX
1913,Paulicéia,São Bernardo do Campo,6/18/2022,9:04,Beleza e cuidados pessoais,"127,9",1,Dinheiro
1910,Paulicéia,São Bernardo do Campo,6/18/2022,10:59,Beleza e cuidados pessoais,"131,9",4,Carteira digital
1911,Paulicéia,São Bernardo do Campo,6/18/2022,18:03,Papelaria e escritório,"46,9",5,PIX
1906,Oswaldo Cruz,São Caetano do Sul,6/18/2022,18:53,Eletrônicos,"2209,9",4,Cartão
1907,Oswaldo Cruz,São Caetano do Sul,6/18/2022,14:45,Alimentos e bebidas,87,5,Cartão
1914,Paulicéia,São Bernardo do Campo,6/18/2022,16:51,Livros,"98,9",2,Cartão
1920,Parque das nações,Santo André,6/18/2022,13:29,Eletrônicos,"4449,9",5,PIX
1921,Paulicéia,São Bernardo do Campo,6/18/2022,13:35,Alimentos e bebidas,"43,9",2,Cartão
1912,Paulicéia,São Bernardo do Campo,6/18/2022,19:12,Eletrônicos,"7494,9",3,PIX
1922,Oswaldo Cruz,São Caetano do Sul,6/18/2022,13:49,Eletrônicos,"4448,9",5,Cartão
1905,Oswaldo Cruz,São Caetano do Sul,6/18/2022,17:22,Alimentos e bebidas,"16,9",2,PIX
1924,Parque das nações,Santo André,6/18/2022,15:20,Ferramentas e construção,"268,9",2,Cartão
1918,Oswaldo Cruz,São Caetano do Sul,6/18/2022,17:14,Eletrônicos,985,4,Cartão
1923,Parque das nações,Santo André,6/18/2022,12:55,Livros,27,1,PIX
1903,Parque das nações,Santo André,6/18/2022,17:10,Beleza e cuidados pessoais,"51,9",5,PIX
1908,Oswaldo Cruz,São Caetano do Sul,6/18/2022,17:39,Alimentos e bebidas,"73,9",1,Cartão
1915,Parque das nações,Santo André,6/18/2022,18:12,Casa e limpeza,"196,9",2,PIX
1917,Parque das nações,Santo André,6/18/2022,13:14,Casa e limpeza,179,1,PIX
1904,Paulicéia,São Bernardo do Campo,6/18/2022,11:26,Livros,35,3,Cartão
1916,Parque das nações,Santo André,6/18/2022,17:25,Casa e limpeza,"111,9",1,Cartão
1909,Oswaldo Cruz,São Caetano do Sul,6/18/2022,12:36,Alimentos e bebidas,"16,9",3,PIX
1919,Parque das nações,Santo André,6/18/2022,19:30,Eletrônicos,"2006,9",4,PIX
1931,Paulicéia,São Bernardo do Campo,6/20/2022,15:48,Beleza e cuidados pessoais,"122,9",4,Cartão
1938,Oswaldo Cruz,São Caetano do Sul,6/20/2022,13:39,Casa e limpeza,"119,9",1,Carteira digital
1945,Oswaldo Cruz,São Caetano do Sul,6/20/2022,16:48,Eletrônicos,"704,9",5,Dinheiro
1935,Parque das nações,Santo André,6/20/2022,18:22,Alimentos e bebidas,"37,9",4,PIX
1950,Oswaldo Cruz,São Caetano do Sul,6/20/2022,14:14,Alimentos e bebidas,"88,9",4,Cartão
1941,Oswaldo Cruz,São Caetano do Sul,6/20/2022,17:50,Beleza e cuidados pessoais,"71,9",1,Cartão
1937,Parque das nações,Santo André,6/20/2022,16:55,Casa e limpeza,"59,9",1,Dinheiro
1926,Paulicéia,São Bernardo do Campo,6/20/2022,15:11,Beleza e cuidados pessoais,"123,9",3,Cartão
1927,Parque das nações,Santo André,6/20/2022,17:42,Beleza e cuidados pessoais,"126,9",1,Cartão
1944,Parque das nações,Santo André,6/20/2022,17:54,Eletrônicos,"4360,9",3,Dinheiro
1929,Oswaldo Cruz,São Caetano do Sul,6/20/2022,13:39,Alimentos e bebidas,"71,9",1,Carteira digital
1948,Oswaldo Cruz,São Caetano do Sul,6/20/2022,13:26,Beleza e cuidados pessoais,"43,9",1,Cartão
1936,Oswaldo Cruz,São Caetano do Sul,6/20/2022,18:34,Eletrônicos,"5319,9",5,PIX
1949,Paulicéia,São Bernardo do Campo,6/20/2022,12:41,Beleza e cuidados pessoais,"41,9",2,PIX
1940,Paulicéia,São Bernardo do Campo,6/20/2022,12:25,Eletrônicos,"2965,9",5,Cartão
1943,Parque das nações,Santo André,6/20/2022,17:25,Eletrônicos,"3713,9",3,PIX
1925,Paulicéia,São Bernardo do Campo,6/20/2022,13:20,Beleza e cuidados pessoais,"166,9",2,PIX
1928,Paulicéia,São Bernardo do Campo,6/20/2022,11:05,Alimentos e bebidas,"42,9",3,Carteira digital
1934,Parque das nações,Santo André,6/20/2022,18:00,Alimentos e bebidas,"10,9",2,PIX
1947,Paulicéia,São Bernardo do Campo,6/20/2022,17:00,Alimentos e bebidas,"72,9",4,PIX
1946,Paulicéia,São Bernardo do Campo,6/20/2022,18:55,Casa e limpeza,"27,9",2,PIX
1942,Paulicéia,São Bernardo do Campo,6/20/2022,10:01,Beleza e cuidados pessoais,"202,9",1,PIX
1939,Oswaldo Cruz,São Caetano do Sul,6/20/2022,13:32,Casa e limpeza,"86,9",4,Cartão
1932,Parque das nações,Santo André,6/20/2022,12:42,Eletrônicos,"1040,9",2,Cartão
1930,Parque das nações,Santo André,6/20/2022,19:14,Eletrônicos,"3252,9",2,PIX
1933,Paulicéia,São Bernardo do Campo,6/20/2022,18:55,Alimentos e bebidas,"2,9",4,Carteira digital
1956,Oswaldo Cruz,São Caetano do Sul,6/21/2022,18:35,Casa e limpeza,"52,9",4,Cartão
1966,Paulicéia,São Bernardo do Campo,6/21/2022,14:35,Papelaria e escritório,"6,9",5,Carteira digital
1962,Oswaldo Cruz,São Caetano do Sul,6/21/2022,12:49,Beleza e cuidados pessoais,"20,9",3,Cartão
1952,Oswaldo Cruz,São Caetano do Sul,6/21/2022,19:19,Beleza e cuidados pessoais,"132,9",4,Cartão
1957,Paulicéia,São Bernardo do Campo,6/21/2022,17:22,Eletrônicos,"2494,9",4,PIX
1961,Parque das nações,Santo André,6/21/2022,18:00,Casa e limpeza,"136,9",2,PIX
1958,Paulicéia,São Bernardo do Campo,6/21/2022,16:36,Casa e limpeza,"140,9",2,Carteira digital
1974,Paulicéia,São Bernardo do Campo,6/21/2022,19:02,Alimentos e bebidas,"35,9",1,Cartão
1951,Parque das nações,Santo André,6/21/2022,16:09,Alimentos e bebidas,97,2,PIX
1967,Oswaldo Cruz,São Caetano do Sul,6/21/2022,19:46,Eletrônicos,"4757,9",4,PIX
1969,Paulicéia,São Bernardo do Campo,6/21/2022,18:59,Casa e limpeza,"87,9",1,Cartão
1964,Oswaldo Cruz,São Caetano do Sul,6/21/2022,18:13,Alimentos e bebidas,"12,9",3,PIX
1972,Parque das nações,Santo André,6/21/2022,18:07,Papelaria e escritório,"8,9",1,Dinheiro
1973,Oswaldo Cruz,São Caetano do Sul,6/21/2022,17:19,Beleza e cuidados pessoais,"248,9",1,PIX
1970,Paulicéia,São Bernardo do Campo,6/21/2022,16:20,Alimentos e bebidas,"4,9",4,Cartão
1953,Paulicéia,São Bernardo do Campo,6/21/2022,15:43,Papelaria e escritório,"12,9",5,Cartão
1954,Paulicéia,São Bernardo do Campo,6/21/2022,18:02,Ferramentas e construção,"262,9",4,Cartão
1968,Parque das nações,Santo André,6/21/2022,15:43,Alimentos e bebidas,"8,9",1,Cartão
1959,Oswaldo Cruz,São Caetano do Sul,6/21/2022,19:58,Eletrônicos,"1559,9",5,Dinheiro
1963,Parque das nações,Santo André,6/21/2022,17:36,Alimentos e bebidas,97,2,Cartão
1965,Paulicéia,São Bernardo do Campo,6/21/2022,17:44,Livros,138,3,PIX
1960,Paulicéia,São Bernardo do Campo,6/21/2022,12:12,Beleza e cuidados pessoais,"61,9",3,Cartão
1955,Oswaldo Cruz,São Caetano do Sul,6/21/2022,11:59,Papelaria e escritório,"24,9",2,Cartão
1971,Oswaldo Cruz,São Caetano do Sul,6/21/2022,15:01,Papelaria e escritório,"3,9",5,Carteira digital
1982,Oswaldo Cruz,São Caetano do Sul,6/22/2022,17:47,Eletrônicos,"3713,9",1,Dinheiro
1977,Parque das nações,Santo André,6/22/2022,12:23,Eletrônicos,"4378,9",3,PIX
1987,Paulicéia,São Bernardo do Campo,6/22/2022,13:49,Alimentos e bebidas,"18,9",4,PIX
1980,Parque das nações,Santo André,6/22/2022,19:55,Eletrônicos,"3754,9",5,PIX
1983,Parque das nações,Santo André,6/22/2022,16:24,Alimentos e bebidas,"99,9",1,PIX
1984,Paulicéia,São Bernardo do Campo,6/22/2022,19:28,Beleza e cuidados pessoais,"136,9",1,PIX
1979,Parque das nações,Santo André,6/22/2022,18:05,Casa e limpeza,"168,9",1,Cartão
1976,Oswaldo Cruz,São Caetano do Sul,6/22/2022,12:12,Alimentos e bebidas,79,4,Cartão
1978,Oswaldo Cruz,São Caetano do Sul,6/22/2022,17:09,Casa e limpeza,"123,9",3,PIX
1990,Paulicéia,São Bernardo do Campo,6/22/2022,18:36,Livros,"29,9",4,Cartão
1975,Oswaldo Cruz,São Caetano do Sul,6/22/2022,12:07,Beleza e cuidados pessoais,"19,9",5,PIX
1988,Oswaldo Cruz,São Caetano do Sul,6/22/2022,13:51,Eletrônicos,"7347,9",5,Cartão
1986,Parque das nações,Santo André,6/22/2022,15:27,Eletrônicos,"5336,9",3,PIX
1985,Oswaldo Cruz,São Caetano do Sul,6/22/2022,12:13,Papelaria e escritório,"45,9",3,PIX
1981,Paulicéia,São Bernardo do Campo,6/22/2022,18:55,Eletrônicos,"7008,9",5,Cartão
1989,Oswaldo Cruz,São Caetano do Sul,6/22/2022,14:43,Livros,79,4,Cartão
1991,Parque das nações,Santo André,6/23/2022,19:56,Casa e limpeza,"62,9",3,Cartão
1993,Oswaldo Cruz,São Caetano do Sul,6/23/2022,13:53,Casa e limpeza,"185,9",5,Dinheiro
2003,Parque das nações,Santo André,6/23/2022,9:46,Beleza e cuidados pessoais,"144,9",3,PIX
2000,Paulicéia,São Bernardo do Campo,6/23/2022,12:01,Papelaria e escritório,"6,9",5,PIX
1992,Paulicéia,São Bernardo do Campo,6/23/2022,15:26,Eletrônicos,"3170,9",4,PIX
1997,Oswaldo Cruz,São Caetano do Sul,6/23/2022,18:57,Papelaria e escritório,32,4,PIX
2004,Paulicéia,São Bernardo do Campo,6/23/2022,13:16,Eletrônicos,"4020,9",3,PIX
2005,Paulicéia,São Bernardo do Campo,6/23/2022,13:27,Beleza e cuidados pessoais,"142,9",4,PIX
2010,Oswaldo Cruz,São Caetano do Sul,6/23/2022,12:02,Eletrônicos,"5555,9",1,PIX
2014,Parque das nações,Santo André,6/23/2022,18:00,Eletrônicos,"1692,9",4,Cartão
2008,Oswaldo Cruz,São Caetano do Sul,6/23/2022,18:03,Casa e limpeza,136,5,PIX
2006,Paulicéia,São Bernardo do Campo,6/23/2022,16:04,Eletrônicos,"168,9",1,Cartão
2002,Oswaldo Cruz,São Caetano do Sul,6/23/2022,14:20,Papelaria e escritório,"45,9",5,Cartão
2011,Paulicéia,São Bernardo do Campo,6/23/2022,9:04,Ferramentas e construção,"194,9",3,PIX
2012,Oswaldo Cruz,São Caetano do Sul,6/23/2022,12:23,Alimentos e bebidas,"36,9",1,Carteira digital
2007,Paulicéia,São Bernardo do Campo,6/23/2022,18:39,Eletrônicos,7322,4,PIX
1999,Parque das nações,Santo André,6/23/2022,18:07,Eletrônicos,"717,9",1,PIX
2001,Oswaldo Cruz,São Caetano do Sul,6/23/2022,13:46,Livros,"95,9",4,Cartão
1995,Parque das nações,Santo André,6/23/2022,17:08,Eletrônicos,"4457,9",1,PIX
2013,Paulicéia,São Bernardo do Campo,6/23/2022,12:30,Casa e limpeza,"18,9",1,Cartão
1996,Oswaldo Cruz,São Caetano do Sul,6/23/2022,13:42,Casa e limpeza,"171,9",4,Cartão
1994,Parque das nações,Santo André,6/23/2022,14:59,Beleza e cuidados pessoais,232,4,PIX
1998,Oswaldo Cruz,São Caetano do Sul,6/23/2022,13:31,Casa e limpeza,"64,9",3,PIX
2009,Parque das nações,Santo André,6/23/2022,13:53,Alimentos e bebidas,"16,9",3,Cartão
2015,Oswaldo Cruz,São Caetano do Sul,6/24/2022,16:13,Alimentos e bebidas,"54,9",5,Cartão
2038,Parque das nações,Santo André,6/24/2022,16:09,Papelaria e escritório,34,1,Cartão
2036,Oswaldo Cruz,São Caetano do Sul,6/24/2022,10:36,Alimentos e bebidas,"47,9",5,Dinheiro
2032,Paulicéia,São Bernardo do Campo,6/24/2022,13:53,Beleza e cuidados pessoais,"211,9",2,Cartão
2029,Oswaldo Cruz,São Caetano do Sul,6/24/2022,9:41,Ferramentas e construção,"116,9",2,Cartão
2030,Oswaldo Cruz,São Caetano do Sul,6/24/2022,13:12,Casa e limpeza,72,2,Carteira digital
2042,Parque das nações,Santo André,6/24/2022,16:58,Beleza e cuidados pessoais,"180,9",5,Cartão
2037,Parque das nações,Santo André,6/24/2022,12:46,Eletrônicos,"783,9",2,Cartão
2035,Oswaldo Cruz,São Caetano do Sul,6/24/2022,19:40,Casa e limpeza,"60,9",4,Carteira digital
2017,Oswaldo Cruz,São Caetano do Sul,6/24/2022,9:58,Livros,"52,9",5,Dinheiro
2027,Parque das nações,Santo André,6/24/2022,12:17,Alimentos e bebidas,"94,9",5,PIX
2028,Oswaldo Cruz,São Caetano do Sul,6/24/2022,11:44,Casa e limpeza,"31,9",2,PIX
2025,Paulicéia,São Bernardo do Campo,6/24/2022,9:24,Beleza e cuidados pessoais,"118,9",4,Cartão
2033,Parque das nações,Santo André,6/24/2022,13:24,Eletrônicos,"3359,9",4,Cartão
2022,Oswaldo Cruz,São Caetano do Sul,6/24/2022,18:57,Beleza e cuidados pessoais,"129,9",4,Carteira digital
2018,Oswaldo Cruz,São Caetano do Sul,6/24/2022,17:54,Ferramentas e construção,"90,9",1,PIX
2024,Paulicéia,São Bernardo do Campo,6/24/2022,13:42,Beleza e cuidados pessoais,26,4,Cartão
2026,Oswaldo Cruz,São Caetano do Sul,6/24/2022,14:23,Eletrônicos,"5289,9",3,Cartão
2044,Parque das nações,Santo André,6/24/2022,13:56,Casa e limpeza,"99,9",2,PIX
2039,Parque das nações,Santo André,6/24/2022,18:31,Eletrônicos,"851,9",4,PIX
2021,Oswaldo Cruz,São Caetano do Sul,6/24/2022,13:48,Beleza e cuidados pessoais,"103,9",5,Cartão
2023,Paulicéia,São Bernardo do Campo,6/24/2022,12:23,Casa e limpeza,"120,9",4,PIX
2041,Paulicéia,São Bernardo do Campo,6/24/2022,13:07,Alimentos e bebidas,"20,9",1,PIX
2016,Oswaldo Cruz,São Caetano do Sul,6/24/2022,17:59,Eletrônicos,"3573,9",3,PIX
2034,Oswaldo Cruz,São Caetano do Sul,6/24/2022,12:50,Beleza e cuidados pessoais,"136,9",4,Carteira digital
2043,Oswaldo Cruz,São Caetano do Sul,6/24/2022,10:17,Beleza e cuidados pessoais,"91,9",2,Cartão
2020,Parque das nações,Santo André,6/24/2022,10:23,Alimentos e bebidas,73,5,Cartão
2019,Parque das nações,Santo André,6/24/2022,12:59,Livros,"28,9",1,PIX
2040,Oswaldo Cruz,São Caetano do Sul,6/24/2022,16:18,Eletrônicos,2523,3,PIX
2031,Parque das nações,Santo André,6/24/2022,13:53,Casa e limpeza,"119,9",3,Cartão
2070,Oswaldo Cruz,São Caetano do Sul,6/25/2022,13:30,Casa e limpeza,"120,9",3,PIX
2045,Oswaldo Cruz,São Caetano do Sul,6/25/2022,12:39,Beleza e cuidados pessoais,"236,9",2,Carteira digital
2071,Paulicéia,São Bernardo do Campo,6/25/2022,18:54,Beleza e cuidados pessoais,"20,9",3,Carteira digital
2067,Parque das nações,Santo André,6/25/2022,17:49,Eletrônicos,"5654,9",4,PIX
2060,Paulicéia,São Bernardo do Campo,6/25/2022,17:40,Casa e limpeza,"103,9",5,Cartão
2048,Paulicéia,São Bernardo do Campo,6/25/2022,13:38,Alimentos e bebidas,"10,9",3,Cartão
2069,Paulicéia,São Bernardo do Campo,6/25/2022,15:45,Casa e limpeza,"113,9",4,Cartão
